"following","followed"
"SenatorRounds","SenTedCruz"
"SenatorRounds","SenatorDurbin"
"SenatorRounds","SenDonnelly"
"SenatorRounds","SteveDaines"
"SenatorRounds","SenatorEnzi"
"SenatorRounds","SenJoniErnst"
"SenatorRounds","SenFeinstein"
"SenatorRounds","JeffFlake"
"SenatorRounds","SenatorFischer"
"SenatorRounds","ChuckGrassley"
"SenatorRounds","SenCoryGardner"
"SenatorRounds","SenOrrinHatch"
"SenatorRounds","SenDeanHeller"
"SenatorRounds","maziehirono"
"SenatorRounds","MartinHeinrich"
"SenatorRounds","SenJohnHoeven"
"SenatorRounds","SenatorHeitkamp"
"SenatorRounds","InhofePress"
"SenatorRounds","SenatorIsakson"
"SenatorRounds","SenRonJohnson"
"SenatorRounds","SenatorKirk"
"SenatorRounds","SenAngusKing"
"SenatorRounds","SenatorLeahy"
"SenatorRounds","SenatorLankford"
"SenatorRounds","SenMikeLee"
"SenatorRounds","SenJohnMcCain"
"SenatorRounds","McConnellPress"
"SenatorRounds","JerryMoran"
"SenatorRounds","PattyMurray"
"SenatorRounds","lisamurkowski"
"SenatorRounds","McCaskillOffice"
"SenatorRounds","SenJeffMerkley"
"SenatorRounds","Sen_JoeManchin"
"SenatorRounds","senrobportman"
"SenatorRounds","SenGaryPeters"
"SenatorRounds","sendavidperdue"
"SenatorRounds","SenatorReid"
"SenatorRounds","SenPatRoberts"
"SenatorRounds","SenatorRisch"
"SenatorRounds","SenRubioPress"
"SenatorRounds","SenSchumer"
"SenatorRounds","SenShelby"
"SenatorRounds","SenStabenow"
"SenatorRounds","SenatorSessions"
"SenatorRounds","SenatorShaheen"
"SenatorRounds","SenatorTimScott"
"SenatorRounds","SenBrianSchatz"
"SenatorRounds","SenSasse"
"SenatorRounds","SenDanSullivan"
"SenatorRounds","SenJohnThune"
"SenatorRounds","SenToomey"
"SenatorRounds","SenatorTester"
"SenatorRounds","SenThomTillis"
"SenatorRounds","SenatorTomUdall"
"SenatorRounds","SenatorWicker"
"SenatorRounds","RonWyden"
"SenatorRounds","SenWhitehouse"
"SenatorRounds","MarkWarner"
"SenSanders","SenatorBoxer"
"SenSanders","SenSherrodBrown"
"SenSanders","SenatorBurr"
"SenSanders","SenatorBaldwin"
"SenSanders","SenBlumenthal"
"SenSanders","SenatorCardin"
"SenSanders","SenBobCasey"
"SenSanders","SenatorDurbin"
"SenSanders","SenFeinstein"
"SenSanders","maziehirono"
"SenSanders","MartinHeinrich"
"SenSanders","SenatorIsakson"
"SenSanders","SenAngusKing"
"SenSanders","SenatorLeahy"
"SenSanders","SenJohnMcCain"
"SenSanders","SenatorMenendez"
"SenSanders","SenatorBarb"
"SenSanders","PattyMurray"
"SenSanders","SenJeffMerkley"
"SenSanders","SenBillNelson"
"SenSanders","SenatorReid"
"SenSanders","SenSchumer"
"SenSanders","SenBrianSchatz"
"SenSanders","SenatorTester"
"SenSanders","SenatorTomUdall"
"SenSanders","RonWyden"
"SenSanders","SenWhitehouse"
"SenSanders","SenWarren"
"SenSchumer","RoyBlunt"
"SenSchumer","SenatorBoxer"
"SenSchumer","SenSherrodBrown"
"SenSchumer","SenatorBaldwin"
"SenSchumer","SenBennetCO"
"SenSchumer","SenBlumenthal"
"SenSchumer","SenatorCantwell"
"SenSchumer","SenatorCardin"
"SenSchumer","SenatorCarper"
"SenSchumer","SenThadCochran"
"SenSchumer","SenatorCollins"
"SenSchumer","SenBobCasey"
"SenSchumer","SenCoonsOffice"
"SenSchumer","SenatorDurbin"
"SenSchumer","SenDonnelly"
"SenSchumer","SenFeinstein"
"SenSchumer","ChuckGrassley"
"SenSchumer","maziehirono"
"SenSchumer","MartinHeinrich"
"SenSchumer","SenatorHeitkamp"
"SenSchumer","SenatorKirk"
"SenSchumer","SenatorLeahy"
"SenSchumer","SenMikeLee"
"SenSchumer","SenJohnMcCain"
"SenSchumer","SenatorMenendez"
"SenSchumer","SenatorBarb"
"SenSchumer","PattyMurray"
"SenSchumer","lisamurkowski"
"SenSchumer","ChrisMurphyCT"
"SenSchumer","McCaskillOffice"
"SenSchumer","SenJeffMerkley"
"SenSchumer","Sen_JoeManchin"
"SenSchumer","SenBillNelson"
"SenSchumer","SenGaryPeters"
"SenSchumer","SenatorReid"
"SenSchumer","SenSanders"
"SenSchumer","SenStabenow"
"SenSchumer","SenatorShaheen"
"SenSchumer","SenatorTomUdall"
"SenSchumer","RonWyden"
"SenSchumer","SenWhitehouse"
"SenSchumer","MarkWarner"
"SenSchumer","SenWarren"
"SenShelby","SenAlexander"
"SenShelby","RoyBlunt"
"SenShelby","SenSherrodBrown"
"SenShelby","SenatorBurr"
"SenShelby","JohnBoozman"
"SenShelby","SenJohnBarrasso"
"SenShelby","SenDanCoats"
"SenShelby","MikeCrapo"
"SenShelby","SenatorCollins"
"SenShelby","JohnCornyn"
"SenShelby","SenBobCorker"
"SenShelby","SenatorEnzi"
"SenShelby","ChuckGrassley"
"SenShelby","SenOrrinHatch"
"SenShelby","SenDeanHeller"
"SenShelby","InhofePress"
"SenShelby","SenatorIsakson"
"SenShelby","SenRonJohnson"
"SenShelby","SenatorKirk"
"SenShelby","SenatorLeahy"
"SenShelby","SenMikeLee"
"SenShelby","SenJohnMcCain"
"SenShelby","McConnellPress"
"SenShelby","SenatorMenendez"
"SenShelby","SenatorBarb"
"SenShelby","JerryMoran"
"SenShelby","lisamurkowski"
"SenShelby","SenJeffMerkley"
"SenShelby","senrobportman"
"SenShelby","SenatorReid"
"SenShelby","SenPatRoberts"
"SenShelby","SenRubioPress"
"SenShelby","SenatorSessions"
"SenShelby","SenJohnThune"
"SenShelby","SenToomey"
"SenShelby","SenatorWicker"
"SenStabenow","SenAlexander"
"SenStabenow","RoyBlunt"
"SenStabenow","SenatorBoxer"
"SenStabenow","SenSherrodBrown"
"SenStabenow","SenJohnBarrasso"
"SenStabenow","SenBennetCO"
"SenStabenow","SenBlumenthal"
"SenStabenow","SenatorCantwell"
"SenStabenow","SenatorCardin"
"SenStabenow","SenatorCarper"
"SenStabenow","SenDanCoats"
"SenStabenow","SenatorCollins"
"SenStabenow","JohnCornyn"
"SenStabenow","SenBobCasey"
"SenStabenow","SenBobCorker"
"SenStabenow","SenCoonsOffice"
"SenStabenow","ChuckGrassley"
"SenStabenow","SenOrrinHatch"
"SenStabenow","SenatorLeahy"
"SenStabenow","SenJohnMcCain"
"SenStabenow","SenatorMenendez"
"SenStabenow","SenatorBarb"
"SenStabenow","PattyMurray"
"SenStabenow","lisamurkowski"
"SenStabenow","SenJeffMerkley"
"SenStabenow","Sen_JoeManchin"
"SenStabenow","SenBillNelson"
"SenStabenow","SenGaryPeters"
"SenStabenow","SenatorReid"
"SenStabenow","SenPatRoberts"
"SenStabenow","SenRubioPress"
"SenStabenow","SenSanders"
"SenStabenow","SenSchumer"
"SenStabenow","SenatorSessions"
"SenStabenow","SenatorShaheen"
"SenStabenow","SenatorTomUdall"
"SenStabenow","RonWyden"
"SenStabenow","SenWhitehouse"
"SenStabenow","MarkWarner"
"SenatorSessions","JohnCornyn"
"SenatorSessions","McConnellPress"
"SenatorSessions","SenShelby"
"SenatorShaheen","SenatorBoxer"
"SenatorShaheen","SenSherrodBrown"
"SenatorShaheen","SenatorBurr"
"SenatorShaheen","SenBennetCO"
"SenatorShaheen","SenBlumenthal"
"SenatorShaheen","SenatorCantwell"
"SenatorShaheen","SenatorCardin"
"SenatorShaheen","SenatorCarper"
"SenatorShaheen","SenDanCoats"
"SenatorShaheen","SenatorCollins"
"SenatorShaheen","JohnCornyn"
"SenatorShaheen","SenBobCasey"
"SenatorShaheen","SenBobCorker"
"SenatorShaheen","SenCoonsOffice"
"SenatorShaheen","SenatorDurbin"
"SenatorShaheen","SenDonnelly"
"SenatorShaheen","SenFeinstein"
"SenatorShaheen","ChuckGrassley"
"SenatorShaheen","maziehirono"
"SenatorShaheen","SenatorHeitkamp"
"SenatorShaheen","SenatorIsakson"
"SenatorShaheen","SenatorLeahy"
"SenatorShaheen","SenJohnMcCain"
"SenatorShaheen","SenatorMenendez"
"SenatorShaheen","SenatorBarb"
"SenatorShaheen","PattyMurray"
"SenatorShaheen","lisamurkowski"
"SenatorShaheen","ChrisMurphyCT"
"SenatorShaheen","McCaskillOffice"
"SenatorShaheen","SenJeffMerkley"
"SenatorShaheen","Sen_JoeManchin"
"SenatorShaheen","SenBillNelson"
"SenatorShaheen","senrobportman"
"SenatorShaheen","SenGaryPeters"
"SenatorShaheen","SenJackReed"
"SenatorShaheen","SenatorReid"
"SenatorShaheen","SenPatRoberts"
"SenatorShaheen","SenSanders"
"SenatorShaheen","SenSchumer"
"SenatorShaheen","SenShelby"
"SenatorShaheen","SenStabenow"
"SenatorShaheen","SenatorSessions"
"SenatorShaheen","SenJohnThune"
"SenatorShaheen","SenToomey"
"SenatorShaheen","SenatorTomUdall"
"SenatorShaheen","SenatorWicker"
"SenatorShaheen","RonWyden"
"SenatorShaheen","SenWhitehouse"
"SenatorShaheen","MarkWarner"
"SenatorTimScott","SenAlexander"
"SenatorTimScott","RoyBlunt"
"SenatorTimScott","SenatorBoxer"
"SenatorTimScott","SenSherrodBrown"
"SenatorTimScott","SenatorBurr"
"SenatorTimScott","SenatorBaldwin"
"SenatorTimScott","JohnBoozman"
"SenatorTimScott","SenJohnBarrasso"
"SenatorTimScott","SenBennetCO"
"SenatorTimScott","SenBlumenthal"
"SenatorTimScott","SenatorCantwell"
"SenatorTimScott","SenatorCardin"
"SenatorTimScott","SenatorCarper"
"SenatorTimScott","SenDanCoats"
"SenatorTimScott","SenThadCochran"
"SenatorTimScott","MikeCrapo"
"SenatorTimScott","SenatorCollins"
"SenatorTimScott","SenCapito"
"SenatorTimScott","JohnCornyn"
"SenatorTimScott","SenBobCasey"
"SenatorTimScott","SenBobCorker"
"SenatorTimScott","SenCoonsOffice"
"SenatorTimScott","SenTomCotton"
"SenatorTimScott","SenTedCruz"
"SenatorTimScott","SenatorDurbin"
"SenatorTimScott","SenDonnelly"
"SenatorTimScott","SteveDaines"
"SenatorTimScott","SenatorEnzi"
"SenatorTimScott","SenJoniErnst"
"SenatorTimScott","SenFeinstein"
"SenatorTimScott","JeffFlake"
"SenatorTimScott","SenatorFischer"
"SenatorTimScott","ChuckGrassley"
"SenatorTimScott","SenCoryGardner"
"SenatorTimScott","SenOrrinHatch"
"SenatorTimScott","SenDeanHeller"
"SenatorTimScott","maziehirono"
"SenatorTimScott","MartinHeinrich"
"SenatorTimScott","SenJohnHoeven"
"SenatorTimScott","SenatorHeitkamp"
"SenatorTimScott","InhofePress"
"SenatorTimScott","SenatorIsakson"
"SenatorTimScott","SenRonJohnson"
"SenatorTimScott","SenatorKirk"
"SenatorTimScott","SenAngusKing"
"SenatorTimScott","SenatorLeahy"
"SenatorTimScott","SenatorLankford"
"SenatorTimScott","SenMikeLee"
"SenatorTimScott","SenJohnMcCain"
"SenatorTimScott","McConnellPress"
"SenatorTimScott","SenatorMenendez"
"SenatorTimScott","SenatorBarb"
"SenatorTimScott","JerryMoran"
"SenatorTimScott","PattyMurray"
"SenatorTimScott","lisamurkowski"
"SenatorTimScott","ChrisMurphyCT"
"SenatorTimScott","McCaskillOffice"
"SenatorTimScott","SenJeffMerkley"
"SenatorTimScott","Sen_JoeManchin"
"SenatorTimScott","SenBillNelson"
"SenatorTimScott","senrobportman"
"SenatorTimScott","SenGaryPeters"
"SenatorTimScott","sendavidperdue"
"SenatorTimScott","SenJackReed"
"SenatorTimScott","SenatorReid"
"SenatorTimScott","SenPatRoberts"
"SenatorTimScott","SenatorRisch"
"SenatorTimScott","SenRubioPress"
"SenatorTimScott","SenatorRounds"
"SenatorTimScott","SenSanders"
"SenatorTimScott","SenSchumer"
"SenatorTimScott","SenShelby"
"SenatorTimScott","SenStabenow"
"SenatorTimScott","SenatorSessions"
"SenatorTimScott","SenatorShaheen"
"SenatorTimScott","SenBrianSchatz"
"SenatorTimScott","SenSasse"
"SenatorTimScott","SenDanSullivan"
"SenatorTimScott","SenJohnThune"
"SenatorTimScott","SenToomey"
"SenatorTimScott","SenatorTester"
"SenatorTimScott","SenThomTillis"
"SenatorTimScott","SenatorTomUdall"
"SenatorTimScott","SenatorWicker"
"SenatorTimScott","RonWyden"
"SenatorTimScott","SenWhitehouse"
"SenatorTimScott","MarkWarner"
"SenatorTimScott","SenWarren"
"SenBrianSchatz","SenSherrodBrown"
"SenBrianSchatz","SenatorBaldwin"
"SenBrianSchatz","SenBobCasey"
"SenBrianSchatz","SenDeanHeller"
"SenBrianSchatz","maziehirono"
"SenBrianSchatz","SenatorLeahy"
"SenBrianSchatz","ChrisMurphyCT"
"SenBrianSchatz","SenatorReid"
"SenBrianSchatz","RonWyden"
"SenBrianSchatz","SenWhitehouse"
"SenDanSullivan","SenAlexander"
"SenDanSullivan","RoyBlunt"
"SenDanSullivan","SenatorBurr"
"SenDanSullivan","JohnBoozman"
"SenDanSullivan","SenJohnBarrasso"
"SenDanSullivan","SenDanCoats"
"SenDanSullivan","SenThadCochran"
"SenDanSullivan","MikeCrapo"
"SenDanSullivan","SenatorCollins"
"SenDanSullivan","SenCapito"
"SenDanSullivan","JohnCornyn"
"SenDanSullivan","SenBobCorker"
"SenDanSullivan","SenTomCotton"
"SenDanSullivan","SenTedCruz"
"SenDanSullivan","SenatorDurbin"
"SenDanSullivan","SenDonnelly"
"SenDanSullivan","SteveDaines"
"SenDanSullivan","SenatorEnzi"
"SenDanSullivan","SenJoniErnst"
"SenDanSullivan","SenFeinstein"
"SenDanSullivan","JeffFlake"
"SenDanSullivan","SenatorFischer"
"SenDanSullivan","ChuckGrassley"
"SenDanSullivan","SenCoryGardner"
"SenDanSullivan","SenOrrinHatch"
"SenDanSullivan","SenDeanHeller"
"SenDanSullivan","maziehirono"
"SenDanSullivan","SenJohnHoeven"
"SenDanSullivan","SenatorHeitkamp"
"SenDanSullivan","InhofePress"
"SenDanSullivan","SenatorIsakson"
"SenDanSullivan","SenRonJohnson"
"SenDanSullivan","SenatorKirk"
"SenDanSullivan","SenAngusKing"
"SenDanSullivan","SenatorLeahy"
"SenDanSullivan","SenatorLankford"
"SenDanSullivan","SenMikeLee"
"SenDanSullivan","SenJohnMcCain"
"SenDanSullivan","McConnellPress"
"SenDanSullivan","JerryMoran"
"SenDanSullivan","lisamurkowski"
"SenDanSullivan","Sen_JoeManchin"
"SenDanSullivan","senrobportman"
"SenDanSullivan","SenGaryPeters"
"SenDanSullivan","sendavidperdue"
"SenDanSullivan","SenJackReed"
"SenDanSullivan","SenatorReid"
"SenDanSullivan","SenPatRoberts"
"SenDanSullivan","SenatorRisch"
"SenDanSullivan","SenRubioPress"
"SenDanSullivan","SenatorRounds"
"SenDanSullivan","SenShelby"
"SenDanSullivan","SenatorSessions"
"SenDanSullivan","SenatorTimScott"
"SenDanSullivan","SenBrianSchatz"
"SenDanSullivan","SenSasse"
"SenDanSullivan","SenJohnThune"
"SenDanSullivan","SenToomey"
"SenDanSullivan","SenatorTester"
"SenDanSullivan","SenThomTillis"
"SenDanSullivan","SenatorWicker"
"SenDanSullivan","SenWhitehouse"
"SenJohnThune","SenAlexander"
"SenJohnThune","RoyBlunt"
"SenJohnThune","SenatorBurr"
"SenJohnThune","SenJohnBarrasso"
"SenJohnThune","SenDanCoats"
"SenJohnThune","SenatorCollins"
"SenJohnThune","SenCapito"
"SenJohnThune","JohnCornyn"
"SenJohnThune","SenBobCorker"
"SenJohnThune","SenTedCruz"
"SenJohnThune","JeffFlake"
"SenJohnThune","SenatorFischer"
"SenJohnThune","ChuckGrassley"
"SenJohnThune","SenRonJohnson"
"SenJohnThune","SenatorKirk"
"SenJohnThune","SenMikeLee"
"SenJohnThune","SenJohnMcCain"
"SenJohnThune","McConnellPress"
"SenJohnThune","JerryMoran"
"SenJohnThune","senrobportman"
"SenJohnThune","SenPatRoberts"
"SenJohnThune","SenatorRisch"
"SenJohnThune","SenRubioPress"
"SenJohnThune","SenatorRounds"
"SenJohnThune","SenatorSessions"
"SenJohnThune","SenatorTimScott"
"SenJohnThune","SenToomey"
"SenJohnThune","SenatorWicker"
"SenToomey","SenAlexander"
"SenToomey","RoyBlunt"
"SenToomey","SenatorBurr"
"SenToomey","JohnBoozman"
"SenToomey","SenJohnBarrasso"
"SenToomey","SenBennetCO"
"SenToomey","SenatorCarper"
"SenToomey","SenDanCoats"
"SenToomey","SenThadCochran"
"SenToomey","MikeCrapo"
"SenToomey","SenatorCollins"
"SenToomey","SenCapito"
"SenToomey","JohnCornyn"
"SenToomey","SenBobCasey"
"SenToomey","SenBobCorker"
"SenToomey","SenCoonsOffice"
"SenToomey","SenTomCotton"
"SenToomey","SenatorDurbin"
"SenToomey","SteveDaines"
"SenToomey","SenatorEnzi"
"SenToomey","SenJoniErnst"
"SenToomey","JeffFlake"
"SenToomey","ChuckGrassley"
"SenToomey","SenCoryGardner"
"SenToomey","SenOrrinHatch"
"SenToomey","SenDeanHeller"
"SenToomey","SenJohnHoeven"
"SenToomey","InhofePress"
"SenToomey","SenatorIsakson"
"SenToomey","SenRonJohnson"
"SenToomey","SenatorKirk"
"SenToomey","SenatorLankford"
"SenToomey","SenMikeLee"
"SenToomey","SenJohnMcCain"
"SenToomey","McConnellPress"
"SenToomey","JerryMoran"
"SenToomey","PattyMurray"
"SenToomey","lisamurkowski"
"SenToomey","McCaskillOffice"
"SenToomey","Sen_JoeManchin"
"SenToomey","senrobportman"
"SenToomey","SenPatRoberts"
"SenToomey","SenRubioPress"
"SenToomey","SenatorRounds"
"SenToomey","SenatorSessions"
"SenToomey","SenatorShaheen"
"SenToomey","SenatorTimScott"
"SenToomey","SenJohnThune"
"SenToomey","SenThomTillis"
"SenToomey","SenatorWicker"
"SenatorTester","RoyBlunt"
"SenatorTester","SenatorBoxer"
"SenatorTester","SenSherrodBrown"
"SenatorTester","SenatorBurr"
"SenatorTester","SenatorBaldwin"
"SenatorTester","JohnBoozman"
"SenatorTester","SenJohnBarrasso"
"SenatorTester","SenBennetCO"
"SenatorTester","SenBlumenthal"
"SenatorTester","SenatorCantwell"
"SenatorTester","SenatorCardin"
"SenatorTester","SenatorCarper"
"SenatorTester","SenDanCoats"
"SenatorTester","SenThadCochran"
"SenatorTester","MikeCrapo"
"SenatorTester","SenatorCollins"
"SenatorTester","JohnCornyn"
"SenatorTester","SenBobCasey"
"SenatorTester","SenBobCorker"
"SenatorTester","SenTedCruz"
"SenatorTester","SenatorDurbin"
"SenatorTester","SenDonnelly"
"SenatorTester","SteveDaines"
"SenatorTester","SenatorEnzi"
"SenatorTester","SenFeinstein"
"SenatorTester","SenatorFischer"
"SenatorTester","ChuckGrassley"
"SenatorTester","SenCoryGardner"
"SenatorTester","SenOrrinHatch"
"SenatorTester","SenDeanHeller"
"SenatorTester","maziehirono"
"SenatorTester","MartinHeinrich"
"SenatorTester","SenJohnHoeven"
"SenatorTester","SenatorHeitkamp"
"SenatorTester","SenatorIsakson"
"SenatorTester","SenRonJohnson"
"SenatorTester","SenatorKirk"
"SenatorTester","SenAngusKing"
"SenatorTester","SenatorLeahy"
"SenatorTester","SenatorLankford"
"SenatorTester","SenMikeLee"
"SenatorTester","SenJohnMcCain"
"SenatorTester","McConnellPress"
"SenatorTester","SenatorMenendez"
"SenatorTester","SenatorBarb"
"SenatorTester","JerryMoran"
"SenatorTester","PattyMurray"
"SenatorTester","lisamurkowski"
"SenatorTester","ChrisMurphyCT"
"SenatorTester","McCaskillOffice"
"SenatorTester","SenJeffMerkley"
"SenatorTester","Sen_JoeManchin"
"SenatorTester","SenBillNelson"
"SenatorTester","senrobportman"
"SenatorTester","sendavidperdue"
"SenatorTester","SenJackReed"
"SenatorTester","SenatorReid"
"SenatorTester","SenatorRisch"
"SenatorTester","SenSanders"
"SenatorTester","SenSchumer"
"SenatorTester","SenShelby"
"SenatorTester","SenStabenow"
"SenatorTester","SenatorSessions"
"SenatorTester","SenatorShaheen"
"SenatorTester","SenatorTimScott"
"SenatorTester","SenBrianSchatz"
"SenatorTester","SenJohnThune"
"SenatorTester","SenToomey"
"SenatorTester","SenThomTillis"
"SenatorTester","SenatorTomUdall"
"SenatorTester","SenatorWicker"
"SenatorTester","RonWyden"
"SenatorTester","SenWhitehouse"
"SenatorTester","MarkWarner"
"SenatorTester","SenWarren"
"SenThomTillis","SenAlexander"
"SenThomTillis","RoyBlunt"
"SenThomTillis","SenatorBoxer"
"SenThomTillis","SenSherrodBrown"
"SenThomTillis","SenatorBurr"
"SenThomTillis","SenatorBaldwin"
"SenThomTillis","JohnBoozman"
"SenThomTillis","SenJohnBarrasso"
"SenThomTillis","SenBennetCO"
"SenThomTillis","SenBlumenthal"
"SenThomTillis","SenatorCantwell"
"SenThomTillis","SenatorCardin"
"SenThomTillis","SenatorCarper"
"SenThomTillis","SenDanCoats"
"SenThomTillis","SenThadCochran"
"SenThomTillis","MikeCrapo"
"SenThomTillis","SenatorCollins"
"SenThomTillis","SenCapito"
"SenThomTillis","JohnCornyn"
"SenThomTillis","SenBobCasey"
"SenThomTillis","SenBobCorker"
"SenThomTillis","SenCoonsOffice"
"SenThomTillis","SenTomCotton"
"SenThomTillis","SenTedCruz"
"SenThomTillis","SenatorDurbin"
"SenThomTillis","SenDonnelly"
"SenThomTillis","SteveDaines"
"SenThomTillis","SenatorEnzi"
"SenThomTillis","SenJoniErnst"
"SenThomTillis","SenFeinstein"
"SenThomTillis","JeffFlake"
"SenThomTillis","SenatorFischer"
"SenThomTillis","ChuckGrassley"
"SenThomTillis","SenCoryGardner"
"SenThomTillis","SenOrrinHatch"
"SenThomTillis","SenDeanHeller"
"SenThomTillis","maziehirono"
"SenThomTillis","MartinHeinrich"
"SenThomTillis","SenJohnHoeven"
"SenThomTillis","SenatorHeitkamp"
"SenThomTillis","InhofePress"
"SenThomTillis","SenatorIsakson"
"SenThomTillis","SenRonJohnson"
"SenThomTillis","SenatorKirk"
"SenThomTillis","SenAngusKing"
"SenThomTillis","SenatorLeahy"
"SenThomTillis","SenatorLankford"
"SenThomTillis","SenMikeLee"
"SenThomTillis","SenJohnMcCain"
"SenThomTillis","McConnellPress"
"SenThomTillis","SenatorMenendez"
"SenThomTillis","SenatorBarb"
"SenThomTillis","JerryMoran"
"SenThomTillis","PattyMurray"
"SenThomTillis","lisamurkowski"
"SenThomTillis","ChrisMurphyCT"
"SenThomTillis","McCaskillOffice"
"SenThomTillis","SenJeffMerkley"
"SenThomTillis","Sen_JoeManchin"
"SenThomTillis","SenBillNelson"
"SenThomTillis","senrobportman"
"SenThomTillis","SenGaryPeters"
"SenThomTillis","sendavidperdue"
"SenThomTillis","SenJackReed"
"SenThomTillis","SenatorReid"
"SenThomTillis","SenPatRoberts"
"SenThomTillis","SenatorRisch"
"SenThomTillis","SenRubioPress"
"SenThomTillis","SenatorRounds"
"SenThomTillis","SenSanders"
"SenThomTillis","SenSchumer"
"SenThomTillis","SenShelby"
"SenThomTillis","SenStabenow"
"SenThomTillis","SenatorSessions"
"SenThomTillis","SenatorShaheen"
"SenThomTillis","SenatorTimScott"
"SenThomTillis","SenBrianSchatz"
"SenThomTillis","SenSasse"
"SenThomTillis","SenJohnThune"
"SenThomTillis","SenToomey"
"SenThomTillis","SenatorTester"
"SenThomTillis","SenatorTomUdall"
"SenThomTillis","SenatorWicker"
"SenThomTillis","RonWyden"
"SenThomTillis","SenWhitehouse"
"SenThomTillis","MarkWarner"
"SenThomTillis","SenWarren"
"SenatorTomUdall","MartinHeinrich"
"SenatorWicker","SenAlexander"
"SenatorWicker","RoyBlunt"
"SenatorWicker","SenatorBurr"
"SenatorWicker","JohnBoozman"
"SenatorWicker","SenJohnBarrasso"
"SenatorWicker","SenDanCoats"
"SenatorWicker","SenThadCochran"
"SenatorWicker","MikeCrapo"
"SenatorWicker","SenatorCollins"
"SenatorWicker","JohnCornyn"
"SenatorWicker","SenBobCorker"
"SenatorWicker","SenTedCruz"
"SenatorWicker","SteveDaines"
"SenatorWicker","SenatorEnzi"
"SenatorWicker","JeffFlake"
"SenatorWicker","SenatorFischer"
"SenatorWicker","ChuckGrassley"
"SenatorWicker","SenOrrinHatch"
"SenatorWicker","SenDeanHeller"
"SenatorWicker","SenJohnHoeven"
"SenatorWicker","InhofePress"
"SenatorWicker","SenatorIsakson"
"SenatorWicker","SenRonJohnson"
"SenatorWicker","SenatorKirk"
"SenatorWicker","SenMikeLee"
"SenatorWicker","SenJohnMcCain"
"SenatorWicker","McConnellPress"
"SenatorWicker","JerryMoran"
"SenatorWicker","lisamurkowski"
"SenatorWicker","senrobportman"
"SenatorWicker","SenPatRoberts"
"SenatorWicker","SenatorRisch"
"SenatorWicker","SenRubioPress"
"SenatorWicker","SenatorRounds"
"SenatorWicker","SenShelby"
"SenatorWicker","SenatorSessions"
"SenatorWicker","SenatorTimScott"
"SenatorWicker","SenSasse"
"SenatorWicker","SenJohnThune"
"SenatorWicker","SenToomey"
"SenatorWicker","SenThomTillis"
"RonWyden","SenDanCoats"
"RonWyden","ChuckGrassley"
"RonWyden","SenatorHeitkamp"
"RonWyden","lisamurkowski"
"RonWyden","SenJeffMerkley"
"RonWyden","SenSanders"
"RonWyden","SenSchumer"
"RonWyden","SenBrianSchatz"
"SenWhitehouse","SenatorBoxer"
"SenWhitehouse","SenSherrodBrown"
"SenWhitehouse","SenatorBaldwin"
"SenWhitehouse","SenBennetCO"
"SenWhitehouse","SenBlumenthal"
"SenWhitehouse","SenatorCardin"
"SenWhitehouse","SenatorCarper"
"SenWhitehouse","SenBobCasey"
"SenWhitehouse","SenatorDurbin"
"SenWhitehouse","SenFeinstein"
"SenWhitehouse","SenDeanHeller"
"SenWhitehouse","maziehirono"
"SenWhitehouse","MartinHeinrich"
"SenWhitehouse","SenatorHeitkamp"
"SenWhitehouse","SenAngusKing"
"SenWhitehouse","SenatorLeahy"
"SenWhitehouse","SenJohnMcCain"
"SenWhitehouse","SenatorMenendez"
"SenWhitehouse","SenatorBarb"
"SenWhitehouse","PattyMurray"
"SenWhitehouse","McCaskillOffice"
"SenWhitehouse","SenJeffMerkley"
"SenWhitehouse","Sen_JoeManchin"
"SenWhitehouse","SenJackReed"
"SenWhitehouse","SenatorReid"
"SenWhitehouse","SenSanders"
"SenWhitehouse","SenSchumer"
"SenWhitehouse","SenStabenow"
"SenWhitehouse","SenatorShaheen"
"SenWhitehouse","SenBrianSchatz"
"SenWhitehouse","SenatorTomUdall"
"SenWhitehouse","RonWyden"
"SenWhitehouse","SenWarren"
"MarkWarner","SenAlexander"
"MarkWarner","RoyBlunt"
"MarkWarner","SenatorBoxer"
"MarkWarner","SenSherrodBrown"
"MarkWarner","SenatorBurr"
"MarkWarner","SenJohnBarrasso"
"MarkWarner","SenBennetCO"
"MarkWarner","SenBlumenthal"
"MarkWarner","SenatorCantwell"
"MarkWarner","SenatorCardin"
"MarkWarner","SenatorCarper"
"MarkWarner","SenDanCoats"
"MarkWarner","SenThadCochran"
"MarkWarner","SenatorCollins"
"MarkWarner","JohnCornyn"
"MarkWarner","SenBobCasey"
"MarkWarner","SenBobCorker"
"MarkWarner","SenatorDurbin"
"MarkWarner","SenDonnelly"
"MarkWarner","SenatorEnzi"
"MarkWarner","SenFeinstein"
"MarkWarner","ChuckGrassley"
"MarkWarner","SenDeanHeller"
"MarkWarner","maziehirono"
"MarkWarner","MartinHeinrich"
"MarkWarner","SenJohnHoeven"
"MarkWarner","SenatorHeitkamp"
"MarkWarner","SenatorIsakson"
"MarkWarner","SenRonJohnson"
"MarkWarner","SenatorKirk"
"MarkWarner","SenKaineOffice"
"MarkWarner","SenatorLeahy"
"MarkWarner","SenMikeLee"
"MarkWarner","SenatorMenendez"
"MarkWarner","SenatorBarb"
"MarkWarner","JerryMoran"
"MarkWarner","PattyMurray"
