"","caseid","gaytherm"
"1853",187,40
"1854",891,100
"1855",475,NA
"1856",536,51
"1857",808,62
"1858",728,75
"1859",661,77
"1860",428,72
"1861",630,13
"1862",31,100
"1863",385,95
"1864",571,50
"1865",912,70
"1866",294,65
"1867",919,77
"1868",856,NA
"1869",56,49
"1870",80,59
"1871",712,82
"1872",678,45
"1873",52,55
"1874",117,41
"1875",570,50
"1876",611,96
"1877",99,33
"1878",513,51
"1879",598,25
"1880",965,50
"1881",171,31
"1882",669,50
"1883",812,70
"1884",360,94
"1885",826,22
"1886",138,91
"1887",25,7
"1888",992,11
"1889",664,50
"1890",113,95
"1891",230,28
"1892",590,85
"1893",483,67
"1894",531,50
"1895",155,NA
"1896",843,100
"1897",175,NA
"1898",309,71
"1899",546,75
"1900",742,50
"1901",627,53
"1902",310,50
"1903",81,31
"1904",470,7
"1905",47,70
"1906",227,40
"1907",928,51
"1908",618,50
"1909",417,50
"1910",970,50
"1911",533,100
"1912",417,90
"1913",349,50
"1914",511,90
"1915",696,31
"1916",95,87
"1917",900,51
"1918",262,53
"1919",418,96
"1920",696,40
"1921",202,10
"1922",847,NA
"1923",744,100
"1924",231,50
"1925",554,96
"1926",74,41
"1927",827,50
"1928",249,69
"1929",381,100
"1930",592,NA
"1931",595,19
"1932",876,50
"1933",884,52
"1934",335,41
"1935",345,93
"1936",684,NA
"1937",483,100
"1938",932,71
"1939",948,52
"1940",123,59
"1941",731,65
"1942",608,3
"1943",252,50
"1944",983,83
"1945",180,96
"1946",354,61
"1947",842,40
"1948",782,100
"1949",592,35
"1950",409,1
"1951",602,34
"1952",410,79
"1953",410,50
"1954",93,50
"1955",492,50
"1956",822,19
"1957",107,1
"1958",736,75
"1959",631,60
"1960",726,9
"1961",567,97
"1962",627,86
"1963",819,84
"1964",491,54
"1965",675,50
"1966",54,3
"1967",346,12
"1968",366,9
"1969",377,50
"1970",57,31
"1971",239,75
"1972",253,81
"1973",533,49
"1974",338,73
"1975",233,86
"1976",607,81
"1977",72,NA
"1978",981,96
"1979",614,75
"1980",987,50
"1981",363,99
"1982",931,100
"1983",451,29
"1984",815,50
"1985",385,53
"1986",741,NA
"1987",167,50
"1988",589,94
"1989",493,99
"1990",524,91
"1991",46,41
"1992",645,NA
"1993",714,52
"1994",232,NA
"1995",694,50
"1996",419,50
"1997",453,76
"1998",491,100
"1999",785,50
"2000",901,19
"2001",353,50
"2002",11,90
"2003",64,62
"2004",536,50
"2005",470,58
"2006",710,88
"2007",108,90
"2008",180,NA
"2009",854,50
"2010",38,38
"2011",325,69
"2012",363,1
"2013",24,60
"2014",630,NA
"2015",852,98
"2016",505,37
"2017",59,40
"2018",333,100
"2019",501,50
"2020",51,96
"2021",953,100
"2022",67,91
"2023",666,44
"2024",821,96
"2025",511,99
"2026",152,50
"2027",421,7
"2028",192,22
"2029",169,66
"2030",81,51
"2031",261,31
"2032",809,50
"2033",496,85
"2034",403,50
"2035",245,64
"2036",220,51
"2037",503,NA
"2038",716,94
"2039",633,50
"2040",383,34
"2041",195,50
"2042",250,45
"2043",738,95
"2044",802,99
"2045",604,66
"2046",612,75
"2047",596,100
"2048",470,92
"2049",57,51
"2050",194,3
"2051",553,20
"2052",732,50
"2053",346,91
"2054",196,51
"2055",108,50
"2056",273,85
"2057",686,72
"2058",603,61
"2059",158,100
"2060",105,70
"2061",894,97
"2062",608,83
"2063",63,92
"2064",287,54
"2065",431,51
"2066",900,100
"2067",964,NA
"2068",228,97
"2069",6,40
"2070",690,91
"2071",130,73
"2072",586,NA
"2073",920,100
"2074",734,92
"2075",216,70
"2076",190,51
"2077",532,50
"2078",190,50
"2079",764,80
"2080",238,100
"2081",707,88
"2082",923,NA
"2083",496,10
"2084",926,31
"2085",193,96
"2086",248,80
"2087",501,100
"2088",208,38
"2089",500,48
"2090",635,95
"2091",118,NA
"2092",394,50
"2093",210,20
"2094",217,88
"2095",808,3
"2096",55,52
"2097",278,62
"2098",857,20
"2099",259,100
"2100",180,52
"2101",845,61
"2102",893,15
"2103",763,51
"2104",162,1
"2105",978,50
"2106",247,NA
"2107",279,51
"2108",657,61
"2109",152,47
"2110",28,50
"2111",660,71
"2112",971,51
"2113",167,52
"2114",853,100
"2115",48,76
"2116",347,54
"2117",230,35
"2118",163,3
"2119",933,51
"2120",818,51
"2121",31,60
"2122",134,95
"2123",49,41
"2124",688,24
"2125",768,38
"2126",274,4
"2127",272,75
"2128",346,24
"2129",231,NA
"2130",104,63
"2131",612,5
"2132",391,100
"2133",983,NA
"2134",531,50
"2135",882,NA
"2136",988,NA
"2137",515,NA
"2138",281,86
"2139",680,50
"2140",924,22
"2141",409,94
"2142",560,97
"2143",903,100
"2144",368,100
"2145",125,28
"2146",552,50
"2147",938,3
"2148",818,50
"2149",666,2
"2150",166,50
"2151",489,75
"2152",706,19
"2153",872,75
"2154",340,50
"2155",960,NA
"2156",370,95
"2157",554,51
"2158",54,66
"2159",438,50
"2160",500,60
"2161",379,51
"2162",388,52
"2163",681,98
"2164",162,59
"2165",121,91
"2166",516,NA
"2167",950,100
"2168",989,88
"2169",687,NA
"2170",795,100
"2171",31,15
"2172",905,31
"2173",922,65
"2174",941,51
"2175",283,51
"2176",717,11
"2177",6,50
"2178",322,3
"2179",212,59
"2180",466,60
"2181",689,34
"2182",498,52
"2183",39,98
"2184",105,97
"2185",61,58
"2186",614,50
"2187",742,52
"2188",902,100
"2189",900,91
"2190",16,53
"2191",399,100
"2192",198,3
"2193",401,100
"2194",361,20
"2195",595,100
"2196",610,92
"2197",714,100
"2198",705,60
"2199",404,37
"2200",214,53
"2201",125,32
"2202",349,2
"2203",813,99
"2204",390,100
"2205",98,50
"2206",671,51
"2207",478,53
"2208",446,69
"2209",826,50
"2210",509,74
"2211",971,90
"2212",758,33
"2213",558,32
"2214",817,47
"2215",456,51
"2216",779,55
"2217",837,3
"2218",956,6
"2219",984,100
"2220",132,78
"2221",220,78
"2222",409,69
"2223",233,53
"2224",78,NA
"2225",868,50
"2226",436,50
"2227",12,90
"2228",474,73
"2229",331,45
"2230",39,50
"2231",943,100
"2232",479,50
"2233",915,3
"2234",620,3
"2235",198,3
"2236",57,51
"2237",278,50
"2238",144,66
"2239",878,32
"2240",825,91
"2241",668,NA
"2242",836,50
"2243",154,100
"2244",982,99
"2245",245,80
"2246",160,16
"2247",853,88
"2248",39,NA
"2249",98,49
"2250",123,66
"2251",984,50
"2252",425,3
"2253",606,99
"2254",9,30
"2255",955,97
"2256",477,50
"2257",147,49
"2258",161,15
"2259",275,75
"2260",737,77
"2261",75,50
"2262",521,100
"2263",6,99
"2264",547,82
"2265",279,71
"2266",740,31
"2267",119,51
"2268",495,53
"2269",759,89
"2270",374,71
"2271",871,64
"2272",309,46
"2273",518,80
"2274",527,NA
"2275",351,85
"2276",677,91
"2277",575,65
"2278",386,81
"2279",998,66
"2280",920,75
"2281",145,56
"2282",324,100
"2283",788,82
"2284",298,61
"2285",645,50
"2286",711,17
"2287",186,50
"2288",545,100
"2289",507,52
"2290",455,100
"2291",215,2
"2292",544,10
"2293",836,33
"2294",607,50
"2295",851,100
"2296",698,51
"2297",51,NA
"2298",123,9
"2299",299,50
"2300",575,50
"2301",742,1
"2302",375,100
"2303",193,100
"2304",615,61
"2305",130,90
"2306",625,100
"2307",213,90
"2308",578,81
"2309",457,53
"2310",450,50
"2311",629,100
"2312",755,48
"2313",583,88
"2314",221,76
"2315",898,53
"2316",573,50
"2317",909,60
"2318",499,30
"2319",361,50
"2320",937,87
"2321",249,84
"2322",187,75
"2323",828,50
"2324",536,50
"2325",857,54
"2326",803,97
"2327",858,50
"2328",646,35
"2329",64,54
"2330",618,47
"2331",323,21
"2332",847,47
"2333",733,98
"2334",204,NA
"2335",994,52
"2336",686,6
"2337",164,50
"2338",263,30
"2339",878,50
"2340",553,59
"2341",508,15
"2342",469,71
"2343",692,81
"2344",188,80
"2345",893,97
"2346",12,81
"2347",701,19
"2348",496,6
"2349",277,100
"2350",257,50
"2351",964,5
"2352",732,50
"2353",73,60
"2354",481,84
"2355",290,51
"2356",598,88
"2357",963,NA
"2358",806,30
"2359",783,100
"2360",663,50
"2361",211,65
"2362",94,81
"2363",294,49
"2364",666,100
"2365",398,4
"2366",822,53
"2367",54,7
"2368",192,100
"2369",992,90
"2370",476,50
"2371",76,81
"2372",125,86
"2373",360,56
"2374",84,100
"2375",983,NA
"2376",169,61
"2377",43,60
"2378",587,56
"2379",1,6
"2380",386,0
"2381",530,50
"2382",572,50
"2383",15,74
"2384",664,15
"2385",29,53
"2386",45,50
"2387",741,100
"2388",367,81
"2389",656,70
"2390",561,89
"2391",789,NA
"2392",672,90
"2393",152,35
"2394",994,100
"2395",849,51
"2396",274,31
"2397",701,96
"2398",744,50
"2399",609,40
"2400",500,NA
"2401",917,98
"2402",196,56
"2403",875,51
"2404",332,100
"2405",90,95
"2406",771,3
"2407",557,80
"2408",622,60
"2409",301,50
"2410",460,45
"2411",813,48
"2412",568,100
"2413",849,NA
"2414",82,22
"2415",659,92
"2416",735,46
"2417",440,50
"2418",87,43
"2419",73,50
"2420",604,50
"2421",295,70
"2422",799,3
"2423",790,60
"2424",235,56
"2425",192,51
"2426",955,100
"2427",721,100
"2428",517,50
"2429",519,50
"2430",622,50
"2431",22,89
"2432",825,9
"2433",973,74
"2434",856,52
"2435",805,98
"2436",194,74
"2437",931,70
"2438",950,100
"2439",100,50
"2440",611,90
"2441",314,41
"2442",379,50
"2443",925,39
"2444",110,46
"2445",798,100
"2446",83,79
"2447",807,100
"2448",379,3
"2449",190,1
"2450",169,50
"2451",139,62
"2452",557,3
"2453",882,50
"2454",538,51
"2455",608,72
"2456",229,69
"2457",16,25
"2458",959,NA
"2459",329,42
"2460",198,NA
"2461",201,7
"2462",407,50
"2463",435,62
"2464",590,NA
"2465",589,1
"2466",228,87
"2467",366,81
"2468",588,22
"2469",913,29
"2470",342,60
"2471",47,72
"2472",595,90
"2473",952,100
"2474",748,50
"2475",734,100
"2476",747,NA
"2477",254,100
"2478",447,11
"2479",151,29
"2480",370,100
"2481",244,100
"2482",492,86
"2483",795,52
"2484",658,11
"2485",876,30
"2486",932,34
"2487",391,50
"2488",19,90
"2489",16,11
"2490",513,NA
"2491",809,NA
"2492",94,45
"2493",553,1
"2494",205,66
"2495",46,41
"2496",807,60
"2497",151,38
"2498",133,NA
"2499",871,89
"2500",361,100
"2501",944,56
"2502",988,91
"2503",72,50
"2504",738,29
"2505",502,50
"2506",554,73
"2507",601,60
"2508",583,61
"2509",803,93
"2510",160,85
"2511",656,43
"2512",751,46
"2513",252,50
"2514",750,100
"2515",824,100
"2516",826,92
"2517",23,100
"2518",347,98
"2519",496,50
"2520",23,53
"2521",926,69
"2522",902,50
"2523",184,75
"2524",62,53
"2525",129,90
"2526",573,81
"2527",779,50
"2528",59,48
"2529",267,52
"2530",381,51
"2531",74,89
"2532",911,94
"2533",451,47
"2534",182,51
"2535",492,100
"2536",709,100
"2537",26,NA
"2538",196,100
"2539",962,20
"2540",996,99
"2541",984,50
"2542",944,54
"2543",586,53
"2544",883,100
"2545",572,80
"2546",535,7
"2547",409,100
"2548",599,100
"2549",348,99
"2550",797,97
"2551",69,50
"2552",629,65
"2553",210,3
"2554",890,87
"2555",223,1
"2556",594,43
"2557",494,51
"2558",252,28
"2559",385,100
"2560",634,1
"2561",56,50
"2562",930,2
"2563",393,1
"2564",676,94
"2565",204,52
"2566",795,50
"2567",159,6
"2568",741,NA
"2569",313,81
"2570",315,52
"2571",423,99
"2572",482,66
"2573",817,13
"2574",53,66
"2575",249,48
"2576",706,70
"2577",724,58
"2578",40,50
"2579",66,10
"2580",399,82
"2581",244,NA
"2582",676,6
"2583",48,61
"2584",219,26
"2585",649,77
"2586",851,96
"2587",778,6
"2588",607,75
"2589",567,60
"2590",919,75
"2591",453,51
"2592",539,7
"2593",323,90
"2594",514,100
"2595",25,100
"2596",99,NA
"2597",481,75
"2598",445,79
"2599",810,69
"2600",977,100
"2601",477,NA
"2602",844,48
"2603",874,63
"2604",714,13
"2605",113,92
"2606",512,7
"2607",49,70
"2608",51,52
"2609",73,3
"2610",518,88
"2611",862,96
"2612",36,70
"2613",157,NA
"2614",258,NA
"2615",232,50
"2616",87,NA
"2617",813,95
"2618",909,60
"2619",747,60
"2620",612,53
"2621",872,50
"2622",848,52
"2623",586,88
"2624",922,60
"2625",515,50
"2626",671,1
"2627",984,NA
"2628",633,50
"2629",828,40
"2630",939,69
"2631",995,50
"2632",271,51
"2633",918,72
"2634",467,70
"2635",729,100
"2636",357,87
"2637",467,81
"2638",938,50
"2639",997,71
"2640",725,50
"2641",282,NA
"2642",659,100
"2643",908,94
"2644",686,50
"2645",78,51
"2646",573,5
"2647",152,53
"2648",467,NA
"2649",649,60
"2650",919,95
"2651",160,100
"2652",591,51
"2653",744,19
"2654",854,NA
"2655",4,52
"2656",845,52
"2657",787,50
"2658",786,75
"2659",820,61
"2660",715,NA
"2661",599,NA
"2662",91,70
"2663",574,62
"2664",533,60
"2665",820,63
"2666",346,96
"2667",775,12
"2668",833,50
"2669",862,50
"2670",161,50
"2671",302,6
"2672",38,80
"2673",598,93
"2674",605,1
"2675",836,100
"2676",627,NA
"2677",147,2
"2678",456,60
"2679",857,65
"2680",391,91
"2681",551,6
"2682",96,91
"2683",427,55
"2684",253,52
"2685",409,51
"2686",220,87
"2687",797,23
"2688",341,91
"2689",277,51
"2690",756,45
"2691",729,26
"2692",173,2
"2693",62,50
"2694",117,81
"2695",794,87
"2696",957,46
"2697",333,60
"2698",239,80
"2699",148,100
"2700",532,98
"2701",243,50
"2702",371,73
"2703",185,51
"2704",115,60
"2705",955,71
"2706",504,93
"2707",395,51
"2708",812,80
"2709",484,67
"2710",232,49
"2711",733,17
"2712",748,51
"2713",491,31
"2714",929,70
"2715",401,53
"2716",695,33
"2717",983,50
"2718",325,51
"2719",639,100
"2720",392,100
"2721",949,41
"2722",172,7
"2723",934,50
"2724",996,67
"2725",960,41
"2726",700,60
"2727",209,13
"2728",592,50
"2729",425,91
"2730",782,38
"2731",220,18
"2732",44,76
"2733",58,55
"2734",972,2
"2735",743,51
"2736",41,50
"2737",727,71
"2738",884,2
"2739",255,71
"2740",567,1
"2741",747,2
"2742",966,50
"2743",682,36
"2744",703,7
"2745",948,42
"2746",347,35
"2747",68,NA
"2748",986,NA
"2749",232,100
"2750",73,69
"2751",676,19
"2752",114,40
"2753",481,51
"2754",632,71
"2755",943,40
"2756",986,100
"2757",596,75
"2758",8,33
"2759",708,91
"2760",256,100
"2761",458,50
"2762",434,NA
"2763",787,57
"2764",597,NA
"2765",208,95
"2766",18,100
"2767",542,3
"2768",593,87
"2769",626,2
"2770",48,NA
"2771",301,52
"2772",422,73
"2773",437,52
"2774",342,51
"2775",658,51
"2776",114,NA
"2777",362,100
"2778",610,100
"2779",895,42
"2780",25,67
"2781",295,97
"2782",665,19
"2783",822,13
"2784",581,100
"2785",290,51
"2786",443,66
"2787",348,50
"2788",812,100
"2789",752,100
"2790",820,92
"2791",533,51
"2792",754,100
"2793",350,70
"2794",661,52
"2795",957,98
"2796",449,59
"2797",190,50
"2798",468,73
"2799",274,91
"2800",602,38
"2801",649,100
"2802",390,95
"2803",454,97
"2804",147,80
"2805",3,1
"2806",923,50
"2807",562,50
"2808",859,72
"2809",679,100
"2810",667,50
"2811",714,34
"2812",559,27
"2813",497,91
"2814",180,50
"2815",964,80
"2816",720,94
"2817",79,100
"2818",388,72
"2819",273,76
"2820",919,50
"2821",4,52
"2822",741,100
"2823",220,53
"2824",50,52
"2825",445,62
"2826",219,90
"2827",633,75
"2828",126,NA
"2829",34,NA
"2830",241,96
"2831",652,20
"2832",767,100
"2833",705,59
"2834",947,60
"2835",846,70
"2836",42,85
"2837",516,6
"2838",399,99
"2839",254,NA
"2840",832,56
"2841",391,46
"2842",45,71
"2843",500,51
"2844",433,61
"2845",444,96
"2846",587,59
"2847",461,40
"2848",664,100
"2849",992,53
"2850",606,90
"2851",157,NA
"2852",855,100
"2853",53,38
"2854",362,50
"2855",779,50
"2856",296,100
"2857",545,47
"2858",131,20
"2859",210,70
"2860",654,43
"2861",426,50
"2862",943,83
"2863",539,100
"2864",633,6
"2865",39,50
"2866",321,50
"2867",426,91
"2868",432,50
"2869",131,67
"2870",949,99
"2871",240,50
"2872",570,51
"2873",525,80
"2874",508,2
"2875",349,NA
"2876",622,17
"2877",728,9
"2878",531,97
"2879",917,62
"2880",294,100
"2881",127,31
"2882",899,100
"2883",719,53
"2884",331,51
"2885",110,78
"2886",582,52
"2887",332,56
"2888",220,4
"2889",488,3
"2890",783,85
"2891",200,99
"2892",195,11
"2893",243,17
"2894",891,70
"2895",749,NA
"2896",401,4
"2897",478,45
"2898",552,51
"2899",504,86
"2900",322,30
"2901",637,95
"2902",184,NA
"2903",591,98
"2904",757,99
"2905",224,61
"2906",599,50
"2907",49,4
"2908",320,50
"2909",1000,50
"2910",136,4
"2911",481,80
"2912",225,53
"2913",701,NA
"2914",80,65
"2915",986,50
"2916",176,52
"2917",539,50
"2918",913,100
"2919",647,NA
"2920",964,56
"2921",111,4
"2922",663,28
"2923",711,NA
"2924",603,85
"2925",70,84
"2926",423,87
"2927",572,98
"2928",220,NA
"2929",950,71
"2930",516,32
"2931",605,50
"2932",586,75
"2933",953,80
"2934",522,65
"2935",180,42
"2936",138,61
"2937",767,73
"2938",10,98
"2939",296,85
"2940",861,54
"2941",669,72
"2942",901,59
"2943",514,88
"2944",708,62
"2945",802,88
"2946",760,100
"2947",912,88
"2948",34,91
"2949",91,31
"2950",696,60
"2951",884,100
"2952",489,2
"2953",189,100
"2954",534,41
"2955",103,NA
"2956",728,51
"2957",26,100
"2958",340,33
"2959",788,12
"2960",72,59
"2961",234,50
"2962",683,73
"2963",748,100
"2964",465,66
"2965",46,50
"2966",638,50
"2967",989,91
"2968",685,50
"2969",591,78
"2970",935,100
"2971",526,NA
"2972",719,99
"2973",97,79
"2974",713,55
"2975",494,NA
"2976",237,NA
"2977",386,100
"2978",146,40
"2979",202,85
"2980",504,4
"2981",468,84
"2982",579,100
"2983",471,1
"2984",716,59
"2985",258,76
"2986",351,70
"2987",737,77
"2988",582,50
"2989",943,94
"2990",400,51
"2991",539,51
"2992",650,90
"2993",83,83
"2994",901,73
"2995",130,26
"2996",57,10
"2997",401,91
"2998",835,NA
"2999",220,30
"3000",62,49
"3001",333,NA
"3002",6,65
"3003",124,4
"3004",426,71
"3005",464,50
"3006",29,51
"3007",399,100
"3008",71,38
"3009",369,61
"3010",541,100
"3011",886,52
"3012",672,97
"3013",282,50
"3014",964,78
"3015",597,98
"3016",145,100
"3017",146,78
"3018",615,9
"3019",954,35
"3020",463,85
"3021",182,99
"3022",7,NA
"3023",62,100
"3024",393,45
"3025",250,79
"3026",728,56
"3027",503,50
"3028",105,NA
"3029",900,NA
"3030",835,72
"3031",408,70
"3032",314,96
"3033",845,2
"3034",843,83
"3035",127,72
"3036",287,100
"3037",594,50
"3038",83,31
"3039",745,41
"3040",633,70
"3041",107,53
"3042",862,91
"3043",759,NA
"3044",371,99
"3045",139,56
"3046",893,50
"3047",957,59
"3048",951,36
"3049",965,NA
"3050",130,67
"3051",538,93
"3052",85,50
"3053",605,91
"3054",44,82
"3055",722,79
"3056",205,89
"3057",198,90
"3058",323,74
"3059",298,52
"3060",118,100
"3061",493,26
"3062",392,50
"3063",614,3
"3064",261,34
"3065",890,50
"3066",715,75
"3067",519,81
"3068",822,27
"3069",303,3
"3070",443,100
"3071",30,80
"3072",958,90
"3073",205,100
"3074",425,NA
"3075",9,95
"3076",419,50
"3077",896,50
"3078",293,50
"3079",676,NA
"3080",405,80
"3081",940,74
"3082",911,25
"3083",358,77
"3084",265,28
"3085",661,59
"3086",10,50
"3087",696,10
"3088",518,100
"3089",223,48
"3090",244,50
"3091",774,50
"3092",270,51
"3093",302,100
"3094",799,4
"3095",869,1
"3096",478,100
"3097",348,16
"3098",262,3
"3099",696,51
"3100",882,37
"3101",298,71
"3102",386,50
"3103",921,100
"3104",814,3
"3105",606,5
"3106",815,50
"3107",118,11
"3108",397,51
"3109",773,60
"3110",973,2
"3111",390,100
"3112",264,71
"3113",661,50
"3114",786,75
"3115",412,91
"3116",373,75
"3117",982,62
"3118",545,71
"3119",593,51
"3120",243,60
"3121",944,51
"3122",951,20
"3123",998,70
"3124",769,97
"3125",228,50
"3126",578,100
"3127",163,NA
"3128",941,50
"3129",64,11
"3130",669,11
"3131",496,81
"3132",834,99
"3133",360,66
"3134",96,100
"3135",836,79
"3136",108,70
"3137",922,51
"3138",553,58
"3139",502,80
"3140",22,90
"3141",225,47
"3142",442,87
"3143",753,NA
"3144",168,50
"3145",199,51
"3146",421,NA
"3147",809,1
"3148",375,3
"3149",736,50
"3150",215,50
"3151",507,18
"3152",697,31
"3153",869,98
"3154",521,71
"3155",450,61
"3156",586,38
"3157",625,52
"3158",915,50
"3159",287,75
"3160",622,1
"3161",666,90
"3162",340,94
"3163",848,51
"3164",319,50
"3165",684,54
"3166",629,74
"3167",594,100
"3168",411,74
"3169",802,50
"3170",322,0
"3171",193,94
"3172",764,100
"3173",943,50
"3174",273,50
"3175",724,86
"3176",487,99
"3177",577,31
"3178",743,NA
"3179",204,100
"3180",754,1
"3181",548,4
"3182",34,96
"3183",910,41
"3184",697,7
"3185",425,100
"3186",298,61
"3187",570,55
"3188",495,31
"3189",578,50
"3190",484,51
"3191",601,81
"3192",71,93
"3193",558,NA
"3194",258,30
"3195",110,21
"3196",388,93
"3197",437,87
"3198",556,97
"3199",296,59
"3200",490,52
"3201",317,53
"3202",277,36
"3203",383,46
"3204",504,63
"3205",973,NA
"3206",373,99
"3207",929,50
"3208",760,29
"3209",195,50
"3210",330,61
"3211",654,100
"3212",465,19
"3213",480,52
"3214",659,12
"3215",182,72
"3216",366,52
"3217",966,52
"3218",768,10
"3219",472,50
"3220",572,1
"3221",725,96
"3222",486,50
"3223",806,77
"3224",681,53
"3225",652,77
"3226",264,41
"3227",424,52
"3228",859,60
"3229",393,62
"3230",364,87
"3231",979,9
"3232",331,90
"3233",974,49
"3234",57,50
"3235",670,41
"3236",486,69
"3237",280,88
"3238",874,47
"3239",350,60
"3240",517,50
"3241",611,51
"3242",807,41
"3243",902,50
"3244",770,50
"3245",134,71
"3246",673,51
"3247",699,9
"3248",455,90
"3249",845,100
"3250",803,20
"3251",794,33
"3252",668,16
"3253",42,49
"3254",654,50
"3255",498,16
"3256",447,86
"3257",360,63
"3258",479,1
"3259",587,52
"3260",814,71
"3261",197,48
"3262",455,41
"3263",927,98
"3264",944,55
"3265",738,50
"3266",340,50
"3267",760,2
"3268",791,2
"3269",987,60
"3270",35,91
"3271",461,100
"3272",517,76
"3273",243,51
"3274",960,2
"3275",711,78
"3276",635,69
"3277",303,100
"3278",209,84
"3279",487,45
"3280",829,100
"3281",63,50
"3282",215,1
"3283",322,55
"3284",267,65
"3285",873,50
"3286",6,90
"3287",327,51
"3288",237,55
"3289",20,41
"3290",259,1
"3291",842,30
"3292",233,75
"3293",288,41
"3294",299,37
"3295",451,100
"3296",981,52
"3297",944,60
"3298",627,81
"3299",251,7
"3300",260,100
"3301",677,50
"3302",837,100
"3303",240,NA
"3304",351,100
"3305",533,100
"3306",693,NA
"3307",706,30
"3308",813,23
"3309",606,51
"3310",279,70
"3311",648,16
"3312",904,100
"3313",297,61
"3314",800,6
"3315",930,45
"3316",72,51
"3317",815,70
"3318",908,59
